"temp","ph","oxig_dis","tds","turbidez","nitro_amoniacal","ion_nitrato","fecha_registro","id_Piscigranja","id"
"27.00","8.42","7.70","0.00","0.00","0.00","0.00","2023-06-15 20:47:54","0","573"
"27.00","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 20:51:04","0","574"
"27.00","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 20:54:13","0","575"
"27.00","8.43","7.73","0.00","0.00","0.00","0.00","2023-06-15 20:57:23","0","576"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 21:00:45","0","577"
"27.00","8.43","7.74","0.00","0.00","0.00","0.00","2023-06-15 21:03:55","0","578"
"27.00","8.43","7.70","0.00","0.00","0.00","0.00","2023-06-15 21:07:04","0","579"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 21:10:14","0","580"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 21:13:23","0","581"
"27.00","8.43","7.69","0.00","0.00","0.00","0.00","2023-06-15 21:16:33","0","582"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 21:19:42","0","583"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 21:22:52","0","584"
"27.00","8.43","7.73","0.00","0.00","0.00","0.00","2023-06-15 21:26:01","0","585"
"27.00","8.43","7.73","0.00","0.00","0.00","0.00","2023-06-15 21:29:11","0","586"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 21:32:20","0","587"
"27.00","8.43","7.74","0.00","0.00","0.00","0.00","2023-06-15 21:35:30","0","588"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 21:38:40","0","589"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 21:41:49","0","590"
"27.00","8.43","7.74","0.00","0.00","0.00","0.00","2023-06-15 21:44:58","0","591"
"27.00","8.43","7.69","0.00","0.00","0.00","0.00","2023-06-15 21:48:08","0","592"
"27.00","8.43","7.74","0.00","0.00","0.00","0.00","2023-06-15 21:51:17","0","593"
"27.00","8.43","7.70","0.00","0.00","0.00","0.00","2023-06-15 21:54:27","0","594"
"27.00","8.43","7.68","0.00","0.00","0.00","0.00","2023-06-15 21:57:55","0","595"
"27.00","8.43","7.68","0.00","0.00","0.00","0.00","2023-06-15 22:01:18","0","596"
"27.00","8.43","7.70","0.00","0.00","0.00","0.00","2023-06-15 22:04:35","0","597"
"27.00","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 22:07:44","0","598"
"27.00","8.43","7.74","0.00","0.00","0.00","0.00","2023-06-15 22:10:54","0","599"
"27.00","8.43","7.73","0.00","0.00","0.00","0.00","2023-06-15 22:14:03","0","600"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 22:17:31","0","601"
"27.00","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 22:20:41","0","602"
"27.00","8.43","7.74","0.00","0.00","0.00","0.00","2023-06-15 22:23:51","0","603"
"27.00","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-15 22:27:00","0","604"
"27.00","8.43","7.70","0.00","0.00","0.00","0.00","2023-06-15 22:30:10","0","605"
"27.00","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 22:33:19","0","606"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 22:36:29","0","607"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 22:39:39","0","608"
"27.00","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-15 22:42:48","0","609"
"27.00","8.43","7.72","0.00","0.00","0.00","0.00","2023-06-15 22:45:57","0","610"
"27.00","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-15 22:49:07","0","611"
"27.00","8.43","7.70","0.00","0.00","0.00","0.00","2023-06-15 22:52:29","0","612"
"27.00","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-15 22:55:39","0","613"
"27.00","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-15 22:58:48","0","614"
"27.00","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:01:58","0","615"
"27.00","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:05:07","0","616"
"27.00","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:08:17","0","617"
"27.00","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-15 23:11:26","0","618"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:14:36","0","619"
"26.90","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:17:46","0","620"
"26.90","8.43","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:20:55","0","621"
"26.90","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-15 23:24:05","0","622"
"26.90","8.44","7.74","0.00","0.00","0.00","0.00","2023-06-15 23:27:15","0","623"
"26.90","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-15 23:30:25","0","624"
"26.90","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-15 23:33:34","0","625"
"26.90","8.44","7.73","0.00","0.00","0.00","0.00","2023-06-15 23:36:57","0","626"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:40:07","0","627"
"26.90","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-15 23:43:17","0","628"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:46:26","0","629"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-15 23:49:35","0","630"
"26.90","8.44","7.69","0.00","0.00","0.00","0.00","2023-06-15 23:52:45","0","631"
"26.90","8.44","7.73","0.00","0.00","0.00","0.00","2023-06-15 23:55:54","0","632"
"26.90","8.44","7.74","0.00","0.00","0.00","0.00","2023-06-15 23:59:04","0","633"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-16 00:02:13","0","634"
"26.90","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-16 00:05:36","0","635"
"26.90","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-16 00:08:45","0","636"
"26.90","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-16 00:11:55","0","637"
"26.90","8.44","7.69","0.00","0.00","0.00","0.00","2023-06-16 00:15:05","0","638"
"26.90","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-16 00:18:29","0","639"
"26.90","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-16 00:21:39","0","640"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-16 00:24:48","0","641"
"26.90","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-16 00:27:58","0","642"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-16 00:31:08","0","643"
"26.90","8.44","7.73","0.00","0.00","0.00","0.00","2023-06-16 00:34:18","0","644"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-16 00:37:27","0","645"
"26.90","8.44","7.69","0.00","0.00","0.00","0.00","2023-06-16 00:40:47","0","646"
"26.90","8.44","7.69","0.00","0.00","0.00","0.00","2023-06-16 00:43:57","0","647"
"26.90","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 00:47:07","0","648"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-16 00:50:16","0","649"
"26.90","8.44","7.71","0.00","0.00","0.00","0.00","2023-06-16 00:53:26","0","650"
"26.80","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-16 00:56:36","0","651"
"26.80","8.44","7.73","0.00","0.00","0.00","0.00","2023-06-16 00:59:45","0","652"
"26.80","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:02:55","0","653"
"26.80","8.44","7.70","0.00","0.00","0.00","0.00","2023-06-16 01:06:04","0","654"
"26.80","8.44","7.73","0.00","0.00","0.00","0.00","2023-06-16 01:09:14","0","655"
"26.80","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:12:24","0","656"
"26.80","8.44","7.73","0.00","0.00","0.00","0.00","2023-06-16 01:15:34","0","657"
"26.80","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:18:53","0","658"
"26.80","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:22:03","0","659"
"26.80","8.44","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:25:13","0","660"
"26.80","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:28:23","0","661"
"26.80","8.45","7.71","0.00","0.00","0.00","0.00","2023-06-16 01:31:33","0","662"
"26.80","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:34:43","0","663"
"26.80","8.45","7.75","0.00","0.00","0.00","0.00","2023-06-16 01:37:53","0","664"
"26.80","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:41:03","0","665"
"26.80","8.45","7.71","0.00","0.00","0.00","0.00","2023-06-16 01:44:12","0","666"
"26.80","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 01:47:21","0","667"
"26.80","8.45","7.74","0.00","0.00","0.00","0.00","2023-06-16 01:50:31","0","668"
"26.80","8.45","7.70","0.00","0.00","0.00","0.00","2023-06-16 01:53:41","0","669"
"26.80","8.45","7.71","0.00","0.00","0.00","0.00","2023-06-16 01:56:50","0","670"
"26.80","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 02:00:00","0","671"
"26.80","8.45","7.71","0.00","0.00","0.00","0.00","2023-06-16 02:03:24","0","672"
"26.70","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 02:06:33","0","673"
"26.70","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 02:09:42","0","674"
"26.70","8.45","7.75","0.00","0.00","0.00","0.00","2023-06-16 02:13:02","0","675"
"26.70","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 02:16:12","0","676"
"26.70","8.45","7.71","0.00","0.00","0.00","0.00","2023-06-16 02:19:21","0","677"
"26.70","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 02:22:31","0","678"
"26.70","8.45","7.70","0.00","0.00","0.00","0.00","2023-06-16 02:25:41","0","679"
"26.70","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 02:29:03","0","680"
"26.70","8.45","7.74","0.00","0.00","0.00","0.00","2023-06-16 02:32:13","0","681"
"26.70","8.45","7.76","0.00","0.00","0.00","0.00","2023-06-16 02:35:23","0","682"
"26.70","8.45","7.71","0.00","0.00","0.00","0.00","2023-06-16 02:38:33","0","683"
"26.70","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 02:41:42","0","684"
"26.70","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 02:44:52","0","685"
"26.70","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 02:48:02","0","686"
"26.70","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 02:51:11","0","687"
"26.70","8.45","7.74","0.00","0.00","0.00","0.00","2023-06-16 02:54:21","0","688"
"26.70","8.45","7.71","0.00","0.00","0.00","0.00","2023-06-16 02:57:31","0","689"
"26.70","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 03:00:41","0","690"
"26.70","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 03:03:50","0","691"
"26.60","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 03:07:00","0","692"
"26.60","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 03:10:09","0","693"
"26.60","8.45","7.73","0.00","0.00","0.00","0.00","2023-06-16 03:13:19","0","694"
"26.60","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 03:16:29","0","695"
"26.60","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 03:19:39","0","696"
"26.60","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 03:23:00","0","697"
"26.60","8.46","7.71","0.00","0.00","0.00","0.00","2023-06-16 03:26:17","0","698"
"26.60","8.45","7.74","0.00","0.00","0.00","0.00","2023-06-16 03:29:27","0","699"
"26.60","8.45","7.72","0.00","0.00","0.00","0.00","2023-06-16 03:32:37","0","700"
"26.60","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 03:39:47","0","701"
"26.60","8.46","7.71","0.00","0.00","0.00","0.00","2023-06-16 03:42:58","0","702"
"26.60","8.46","7.71","0.00","0.00","0.00","0.00","2023-06-16 03:46:20","0","703"
"26.60","8.46","7.70","0.00","0.00","0.00","0.00","2023-06-16 03:49:30","0","704"
"26.60","8.46","7.72","0.00","0.00","0.00","0.00","2023-06-16 03:52:48","0","705"
"26.60","8.46","7.70","0.00","0.00","0.00","0.00","2023-06-16 03:55:58","0","706"
"26.60","8.46","7.72","0.00","0.00","0.00","0.00","2023-06-16 03:59:51","0","707"
"26.60","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 04:03:01","0","708"
"26.60","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 04:06:11","0","709"
"26.60","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 04:09:24","0","710"
"26.50","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 04:16:34","0","711"
"26.50","8.46","7.70","0.00","0.00","0.00","0.00","2023-06-16 04:19:44","0","712"
"26.50","8.46","7.72","0.00","0.00","0.00","0.00","2023-06-16 04:23:07","0","713"
"26.50","8.46","7.75","0.00","0.00","0.00","0.00","2023-06-16 04:26:17","0","714"
"26.50","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 04:29:27","0","715"
"26.50","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 04:32:37","0","716"
"26.50","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 04:35:58","0","717"
"26.50","8.46","7.76","0.00","0.00","0.00","0.00","2023-06-16 04:39:08","0","718"
"26.50","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 04:42:17","0","719"
"26.50","8.46","7.75","0.00","0.00","0.00","0.00","2023-06-16 04:45:27","0","720"
"26.50","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 04:48:58","0","721"
"26.50","8.46","7.72","0.00","0.00","0.00","0.00","2023-06-16 04:52:08","0","722"
"26.50","8.46","7.72","0.00","0.00","0.00","0.00","2023-06-16 04:55:33","0","723"
"26.50","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 04:58:45","0","724"
"26.50","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 05:02:07","0","725"
"26.50","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 05:05:16","0","726"
"26.50","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 05:08:26","0","727"
"26.50","8.46","7.76","0.00","0.00","0.00","0.00","2023-06-16 05:11:36","0","728"
"26.50","8.46","7.75","0.00","0.00","0.00","0.00","2023-06-16 05:14:45","0","729"
"26.50","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 05:17:55","0","730"
"26.40","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 05:21:05","0","731"
"26.40","8.46","7.75","0.00","0.00","0.00","0.00","2023-06-16 05:24:45","0","732"
"26.40","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 05:27:56","0","733"
"26.40","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 05:31:06","0","734"
"26.40","8.46","7.73","0.00","0.00","0.00","0.00","2023-06-16 05:34:16","0","735"
"26.40","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 05:38:11","0","736"
"26.40","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 05:41:21","0","737"
"26.40","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 05:44:31","0","738"
"26.40","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 05:47:58","0","739"
"26.40","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 05:51:07","0","740"
"26.40","8.46","7.74","0.00","0.00","0.00","0.00","2023-06-16 05:54:17","0","741"
"26.40","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 05:57:36","0","742"
"26.40","8.47","7.72","0.00","0.00","0.00","0.00","2023-06-16 06:00:48","0","743"
"26.40","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 06:03:58","0","744"
"26.40","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 06:07:08","0","745"
"26.40","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 06:10:22","0","746"
"26.40","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 06:13:31","0","747"
"26.40","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 06:16:41","0","748"
"26.40","8.47","7.78","0.00","0.00","0.00","0.00","2023-06-16 06:19:51","0","749"
"26.40","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 06:23:00","0","750"
"26.30","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 06:26:10","0","751"
"26.30","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 06:29:21","0","752"
"26.30","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 06:32:30","0","753"
"26.30","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 06:35:40","0","754"
"26.30","8.47","7.78","0.00","0.00","0.00","0.00","2023-06-16 06:38:50","0","755"
"26.30","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 06:41:59","0","756"
"26.30","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 06:45:11","0","757"
"26.30","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 06:48:21","0","758"
"26.30","8.47","7.78","0.00","0.00","0.00","0.00","2023-06-16 06:51:30","0","759"
"26.30","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 06:54:40","0","760"
"26.30","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 06:57:50","0","761"
"26.30","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 07:00:59","0","762"
"26.30","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 07:04:09","0","763"
"26.30","8.47","7.79","0.00","0.00","0.00","0.00","2023-06-16 07:07:19","0","764"
"26.30","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 07:10:28","0","765"
"26.30","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 07:13:38","0","766"
"26.30","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 07:16:48","0","767"
"26.30","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 07:19:57","0","768"
"26.30","8.47","7.78","0.00","0.00","0.00","0.00","2023-06-16 07:23:07","0","769"
"26.30","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 07:26:16","0","770"
"26.30","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 07:29:25","0","771"
"26.20","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 07:32:35","0","772"
"26.20","8.47","7.78","0.00","0.00","0.00","0.00","2023-06-16 07:35:44","0","773"
"26.20","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 07:38:54","0","774"
"26.20","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 07:42:04","0","775"
"26.20","8.48","7.74","0.00","0.00","0.00","0.00","2023-06-16 07:45:20","0","776"
"26.20","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 07:48:29","0","777"
"26.20","8.48","7.77","0.00","0.00","0.00","0.00","2023-06-16 07:51:39","0","778"
"26.20","8.48","7.78","0.00","0.00","0.00","0.00","2023-06-16 07:54:49","0","779"
"26.20","8.47","7.80","0.00","0.00","0.00","0.00","2023-06-16 07:58:11","0","780"
"26.20","8.48","7.75","0.00","0.00","0.00","0.00","2023-06-16 08:01:29","0","781"
"26.20","8.48","7.74","0.00","0.00","0.00","0.00","2023-06-16 08:04:39","0","782"
"26.20","8.48","7.77","0.00","0.00","0.00","0.00","2023-06-16 08:07:49","0","783"
"26.20","8.48","7.76","0.00","0.00","0.00","0.00","2023-06-16 08:10:58","0","784"
"26.20","8.48","7.78","0.00","0.00","0.00","0.00","2023-06-16 08:14:08","0","785"
"26.20","8.48","7.77","0.00","0.00","0.00","0.00","2023-06-16 08:17:30","0","786"
"26.20","8.48","7.77","0.00","0.00","0.00","0.00","2023-06-16 08:20:40","0","787"
"26.20","8.48","7.78","0.00","0.00","0.00","0.00","2023-06-16 08:23:50","0","788"
"26.20","8.48","7.79","0.00","0.00","0.00","0.00","2023-06-16 08:26:59","0","789"
"26.20","8.48","7.79","0.00","0.00","0.00","0.00","2023-06-16 08:30:09","0","790"
"26.20","8.47","7.79","0.00","0.00","0.00","0.00","2023-06-16 08:33:30","0","791"
"26.20","8.47","7.80","0.00","0.00","0.00","0.00","2023-06-16 08:36:39","0","792"
"26.20","8.47","7.78","0.00","0.00","0.00","0.00","2023-06-16 08:39:49","0","793"
"26.20","8.47","7.80","0.00","0.00","0.00","0.00","2023-06-16 08:42:59","0","794"
"26.30","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 08:46:08","0","795"
"26.30","8.47","7.79","0.00","0.00","0.00","0.00","2023-06-16 08:49:17","0","796"
"26.30","8.47","7.79","0.00","0.00","0.00","0.00","2023-06-16 08:52:27","0","797"
"26.30","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 08:55:37","0","798"
"26.30","8.47","7.79","0.00","0.00","0.00","0.00","2023-06-16 08:58:46","0","799"
"26.30","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 09:01:56","0","800"
"26.40","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 09:05:05","0","801"
"26.40","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 09:08:15","0","802"
"26.40","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 09:11:25","0","803"
"26.40","8.47","7.78","0.00","0.00","0.00","0.00","2023-06-16 09:14:34","0","804"
"26.40","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 09:17:57","0","805"
"26.40","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 09:21:07","0","806"
"26.40","8.47","7.78","0.00","0.00","0.00","0.00","2023-06-16 09:24:22","0","807"
"26.50","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 09:27:32","0","808"
"26.50","8.47","7.77","0.00","0.00","0.00","0.00","2023-06-16 09:30:41","0","809"
"26.50","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 09:33:51","0","810"
"26.50","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 09:37:00","0","811"
"26.50","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 09:40:10","0","812"
"26.50","8.47","7.76","0.00","0.00","0.00","0.00","2023-06-16 09:43:19","0","813"
"26.50","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 09:46:29","0","814"
"26.50","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 09:49:38","0","815"
"26.60","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 09:52:57","0","816"
"26.60","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 09:56:07","0","817"
"26.60","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 09:59:29","0","818"
"26.60","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 10:02:38","0","819"
"26.60","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 10:05:48","0","820"
"26.60","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 10:08:57","0","821"
"26.60","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 10:12:07","0","822"
"26.60","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 10:15:17","0","823"
"26.60","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 10:18:27","0","824"
"26.60","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 10:21:36","0","825"
"26.60","8.47","7.75","0.00","0.00","0.00","0.00","2023-06-16 10:24:46","0","826"
"26.70","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 10:27:55","0","827"
"26.70","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 10:31:04","0","828"
"26.70","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 10:34:14","0","829"
"26.70","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 10:37:24","0","830"
"26.70","8.47","7.72","0.00","0.00","0.00","0.00","2023-06-16 10:40:33","0","831"
"26.70","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 10:43:43","0","832"
"26.70","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 10:46:52","0","833"
"26.70","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 10:50:01","0","834"
"26.70","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 10:53:11","0","835"
"26.70","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 10:56:21","0","836"
"26.70","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 10:59:30","0","837"
"26.70","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 11:02:54","0","838"
"26.70","8.47","7.74","0.00","0.00","0.00","0.00","2023-06-16 11:06:03","0","839"
"26.80","8.47","7.73","0.00","0.00","0.00","0.00","2023-06-16 11:09:13","0","840"
"26.80","8.48","7.71","0.00","0.00","0.00","0.00","2023-06-16 11:12:23","0","841"
"26.80","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 11:15:32","0","842"
"26.80","8.47","7.72","0.00","0.00","0.00","0.00","2023-06-16 11:18:42","0","843"
"26.80","8.47","7.72","0.00","0.00","0.00","0.00","2023-06-16 11:21:52","0","844"
"26.80","8.47","7.72","0.00","0.00","0.00","0.00","2023-06-16 11:25:01","0","845"
"26.80","8.47","7.72","0.00","0.00","0.00","0.00","2023-06-16 11:28:11","0","846"
"26.80","8.47","7.72","0.00","0.00","0.00","0.00","2023-06-16 11:31:20","0","847"
"26.80","8.48","7.72","0.00","0.00","0.00","0.00","2023-06-16 11:34:30","0","848"
"26.80","8.47","7.72","0.00","0.00","0.00","0.00","2023-06-16 11:37:40","0","849"
"26.80","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 11:40:49","0","850"
"26.90","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 11:43:59","0","851"
"26.90","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 11:47:08","0","852"
"26.90","8.48","7.72","0.00","0.00","0.00","0.00","2023-06-16 11:50:17","0","853"
"26.90","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 11:53:34","0","854"
"26.90","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 11:56:44","0","855"
"26.90","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 11:59:53","0","856"
"26.90","8.47","7.70","0.00","0.00","0.00","0.00","2023-06-16 12:03:03","0","857"
"26.90","8.47","7.70","0.00","0.00","0.00","0.00","2023-06-16 12:06:13","0","858"
"26.90","8.47","7.69","0.00","0.00","0.00","0.00","2023-06-16 12:09:22","0","859"
"27.00","8.47","7.69","0.00","0.00","0.00","0.00","2023-06-16 12:12:32","0","860"
"26.90","8.47","7.70","0.00","0.00","0.00","0.00","2023-06-16 12:15:42","0","861"
"26.90","8.47","7.69","0.00","0.00","0.00","0.00","2023-06-16 12:18:52","0","862"
"26.90","8.47","7.70","0.00","0.00","0.00","0.00","2023-06-16 12:22:01","0","863"
"26.90","8.48","7.69","0.00","0.00","0.00","0.00","2023-06-16 12:25:10","0","864"
"26.90","8.47","7.71","0.00","0.00","0.00","0.00","2023-06-16 12:28:19","0","865"
"26.90","8.48","7.69","0.00","0.00","0.00","0.00","2023-06-16 12:31:28","0","866"
"26.90","8.48","7.70","0.00","0.00","0.00","0.00","2023-06-16 12:34:37","0","867"
"26.90","8.48","7.69","0.00","0.00","0.00","0.00","2023-06-16 12:37:46","0","868"
